"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US24015","Cecil County, Maryland","87131","205","43106","73","2239","206","3205","541","2050","541","1793","206","966","206","2381","206","2844","206","2607","206","4901","43","6278","206","6844","31","4493","206","1650","459","855","459","44025","183","2199","206","2553","646","2426","646","1660","206","862","206","2200","180","2872","206","2622","206","5086","206","6593","206","6912","24","4825","206","2307","400","908","400"
"0500000US24037","St. Mary's County, Maryland","82345","761","41530","384","2400","166","2029","578","3181","595","1597","206","1071","206","2627","206","2885","206","2953","206","5106","200","6017","206","5976","206","3430","206","2023","176","235","176","40815","596","2108","294","2399","560","2604","573","1631","206","1108","206","2493","206","2691","206","2649","256","5095","206","6078","206","5643","206","3661","206","2107","355","548","355"
"0500000US25001","Barnstable County, Massachusetts","190122","957","90083","595","3008","211","3124","769","4073","764","2616","211","1964","211","4874","367","4297","211","3870","211","7605","111","10468","243","16308","211","16492","211","8271","766","3113","760","100039","757","2840","211","3340","661","3830","661","2581","211","1389","211","4129","211","3916","146","3929","211","7948","211","12307","69","19027","108","18975","464","11613","958","4215","902"
"0500000US27163","Washington County, Minnesota","212905","188","104666","126","5842","147","6447","724","7193","724","4563","147","2296","147","5767","147","5408","147","5906","147","13611","147","14914","20","16015","147","10394","124","5093","450","1217","450","108239","135","5760","147","6007","769","7296","769","4235","147","2148","147","5545","147","5177","147","6063","147","13584","104","15731","86","16861","147","11280","147","5594","772","2958","772"
"0500000US34035","Somerset County, New Jersey","183424","244","89223","172","3605","63","3986","717","5494","747","3674","210","2078","210","5418","210","4825","210","4391","210","9136","210","13689","210","16538","210","9564","210","4594","633","2231","633","94201","179","3375","210","3589","604","5173","610","3647","210","1944","210","5217","210","4293","210","4199","88","9282","210","14699","210","16972","210","10598","210","7327","692","3886","692"
"0500000US36119","Westchester County, New York","511494","877","247940","475","10966","201","12751","1238","15298","1214","10116","201","6250","201","14210","117","11006","238","11681","201","27318","201","36970","171","40643","172","28509","162","14359","1040","7863","1041","263554","566","10114","201","12024","1283","13871","1265","9328","201","6251","90","14587","173","10851","157","11968","201","27946","99","38120","126","41655","364","31897","86","21962","1508","12980","1504"
"0500000US37109","Lincoln County, North Carolina","70859","345","35099","239","1738","210","1675","564","2363","564","1372","210","544","233","1806","210","2055","210","1871","210","4149","210","5726","210","5592","210","3967","55","1938","204","303","204","35760","258","1595","210","1308","487","2560","487","1039","258","717","599","1553","599","1936","210","1933","210","4325","210","5602","210","5832","210","4380","210","1933","546","1047","546"
"0500000US45035","Dorchester County, South Carolina","101677","907","50355","294","2826","58","4171","741","2443","739","1999","214","1056","214","2614","214","3278","214","3482","214","6579","64","7205","252","6905","214","5129","214","2262","213","406","213","51322","703","2713","214","3243","684","2824","803","1995","58","848","585","2581","585","3356","214","3148","405","6875","214","7375","47","7082","478","5641","214","2516","500","1125","500"
"0500000US51650","Hampton city, Virginia","50237","663","25143","857","1369","688","1161","536","1226","536","402","475","145","163","2490","344","2411","206","1972","206","2806","206","2879","206","3956","163","2582","206","1306","284","438","284","25094","877","1246","688","1208","597","1078","483","694","532","382","286","1421","350","2017","206","1876","206","2719","206","3022","206","4076","206","2839","206","1354","554","1162","554"
"0500000US04025","Yavapai County, Arizona","186424","211","90287","211","3222","211","3352","862","3523","862","2315","211","1685","649","3740","649","4098","211","3669","211","7352","211","9327","211","15757","211","19049","211","10541","711","2657","711","96137","211","2922","211","2936","811","3786","811","2149","211","1191","681","3351","681","3734","211","3675","211","7542","211","10186","211","19247","211","20920","211","10193","980","4305","980"
"0500000US21111","Jefferson County, Kentucky","514041","1029","249388","606","13572","320","13503","1369","12583","1376","8099","144","5547","51","14849","99","19159","70","18096","197","31143","327","32345","197","36892","13","26758","142","11302","882","5540","882","264653","589","12728","84","11892","1279","12657","1296","7604","299","5306","197","14471","148","19346","197","17260","73","31317","258","33309","121","40722","197","31612","146","17729","1061","8700","1061"
"0500000US21151","Madison County, Kentucky","82598","161","40010","93","2257","93","2851","523","1927","523","1379","197","1861","197","4771","197","2974","197","2212","197","4910","197","5017","197","4549","197","3384","197","1527","323","391","323","42588","125","2126","197","1944","500","2656","500","1351","197","1899","728","5524","728","2768","197","2291","197","5151","197","5247","197","5087","197","3803","80","1905","444","836","434"
"0500000US24009","Calvert County, Maryland","71289","581","35615","152","1879","206","2041","604","2443","575","1566","206","806","206","2167","206","2062","206","2165","206","4169","206","5360","206","5662","206","3337","206","1235","337","723","337","35674","453","1777","206","1469","536","2773","586","1555","206","750","206","1771","255","1874","206","2045","119","4279","206","5571","206","5775","206","3426","206","1914","358","695","358"
"0500000US34025","Monmouth County, New Jersey","465503","522","226087","247","9831","60","9489","1242","15663","1298","9333","210","5446","210","13716","210","12325","210","11479","39","24173","210","34501","210","39403","210","25099","210","11397","753","4232","753","239416","285","9349","44","10120","1461","14121","1483","8914","210","5116","210","12988","210","11862","50","11415","94","25679","210","36904","210","40988","210","27913","210","15244","1266","8803","1266"
"0500000US37119","Mecklenburg County, North Carolina","505438","1020","247535","546","13040","210","12892","1219","12781","1214","7993","108","5309","210","14367","195","21620","289","20986","138","34919","61","36316","141","33008","70","21282","210","9916","655","3106","655","257903","645","12389","59","12627","1029","12016","1029","7959","210","5351","115","14411","264","21983","69","20425","391","34809","64","36124","123","34695","218","25038","208","13621","1077","6455","1077"
"0500000US39055","Geauga County, Ohio","89637","212","44517","112","2342","195","2872","669","2948","669","2127","195","1120","195","2771","195","2122","195","1805","195","4680","195","6105","195","7088","195","5260","195","2619","395","658","380","45120","101","2272","195","2080","564","3441","564","2064","195","966","195","2481","195","1933","195","1888","195","4615","195","6278","195","7127","195","5413","101","3245","455","1317","455"
"0500000US41043","Linn County, Oregon","107823","157","52905","157","3018","207","2832","967","3440","967","1914","207","1053","207","2839","207","3660","207","3397","207","6232","207","6504","207","7702","207","6477","207","2884","424","953","398","54918","207","2824","207","3252","674","2639","674","1871","207","956","207","2848","207","3705","207","3531","207","6535","207","6604","207","8253","207","6770","207","3104","550","2026","550"
"0500000US42095","Northampton County, Pennsylvania","231346","191","113214","177","4758","177","5307","809","5856","809","3965","177","3412","177","7267","177","6701","177","6483","177","12374","177","15741","177","18243","177","13527","177","6976","664","2604","664","118132","191","4420","177","5039","763","5474","764","3739","177","3092","177","6556","177","6311","177","6333","177","12535","177","16078","177","19116","177","15128","177","8793","985","5518","965"
"0500000US48091","Comal County, Texas","99432","228","49003","228","2448","228","2906","800","2699","800","1899","228","947","632","2273","632","2409","228","2578","228","5518","228","6640","228","8099","228","6775","228","2463","596","1349","596","50429","228","2275","228","2727","634","2614","634","1733","228","866","228","2177","228","2491","228","2748","228","5649","228","6856","228","8701","228","6951","228","2914","582","1727","582"
"0500000US48361","Orange County, Texas","67169","228","33144","228","2119","228","1660","548","2759","548","1380","228","619","447","1911","447","2266","228","2077","228","4037","228","4316","228","4716","228","3198","228","1338","375","748","375","34025","228","2049","228","2267","635","1892","635","1291","228","1055","456","1332","456","2138","228","2183","228","4154","228","4313","228","4863","228","3570","228","2125","420","793","420"
"0500000US48497","Wise County, Texas","52135","228","25853","228","1428","228","1402","478","1833","478","1076","228","601","228","1295","228","1439","228","1481","228","3091","228","3652","228","4140","228","2769","228","1227","340","419","340","26282","228","1374","228","1473","458","1707","458","1034","228","828","423","898","423","1521","228","1504","228","3152","228","3755","228","4177","228","2826","228","1423","362","610","362"
"0500000US72021","Bayamón Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US72137","Toa Baja Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
