SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,GRADE,Total Female Students,Total Male Students,African American Male Count,African American Female Count,Total African American Students,American Indian/Alaska Native Male Count,American Indian/Alaska Native Female Count,Total American Indian/Alaska Native Students,Asian Male Count,Asian Female Count,Total Asian Students,Hispanic or Latino Male Count,Hispanic or Latino Female Count,Total Hispanic or Latino Students,Native Hawaiian/Pacific Islander Male Count,Native Hawaiian/Pacific Islander Female Count,Total Native Hawaiian/Pacific Islander Students,Two Or More Race Male Count,Two Or More Race Female Count,Total Two or More Race Students,White Male Count,White Female Count,Total White Students,Total Membership
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,09,104,129,2,0,2,0,0,0,0,1,1,5,0,5,0,0,0,1,0,1,121,103,224,233
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,10,103,120,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,118,101,219,223
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,11,105,92,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,86,100,186,197
20192020,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,12,90,106,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,89,192,196
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,05,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,19
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,All Students,67,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55,67,122,123
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,KG,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,9
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,12
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,02,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,17
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,03,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,13
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,04,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,11
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,06,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,12
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,07,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,12
20192020,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,08,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,9,17,18
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,08,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,38,38
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,All Students,164,206,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,2,1,3,202,161,363,370
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,PS,16,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,16,40,41
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,KG,13,20,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,19,12,31,33
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,01,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,25,53,54
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,02,16,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22,16,38,39
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,03,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31,31
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,04,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,24,19,43,45
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,05,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,53,53
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,06,21,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,20,38,39
20192020,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,07,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,38,38
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,07,5,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,4,22,23
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,All Students,130,134,0,0,0,0,0,0,0,3,3,2,3,5,0,0,0,0,0,0,132,124,256,264
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,PS,16,18,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,17,14,31,34
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,KG,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27,27
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,01,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,28
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,02,12,17,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,16,11,27,29
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,03,24,10,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,10,22,32,34
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,04,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,28
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,05,19,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,18,36,37
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,06,13,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,12,29,30
20192020,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,08,13,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,13,27,28
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,07,14,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,11,13,24,26
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,All Students,124,121,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,1,2,3,117,118,235,245
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,PS,9,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,9,20,21
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,KG,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27,27
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,01,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,15,31,32
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,02,5,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,4,23,24
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,03,12,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12,10,22,24
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,04,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,25
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,05,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,31,31
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,06,15,15,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,14,14,28,30
20192020,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,08,11,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,13,11,24,26
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,07,41,29,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,29,39,68,70
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,All Students,363,362,5,5,10,0,1,1,3,3,6,4,5,9,0,2,2,3,6,9,347,341,688,725
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,PS,36,59,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,55,36,91,95
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,KG,35,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,37,33,70,73
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,01,41,49,1,0,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,46,40,86,90
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,02,48,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,35,45,80,84
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,03,35,41,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,41,32,73,76
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,04,37,34,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,33,35,68,71
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,05,41,48,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,45,39,84,89
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,06,40,40,1,0,1,0,0,0,1,1,2,1,0,1,0,1,1,0,1,1,37,37,74,80
20192020,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,08,45,47,2,2,4,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,44,41,85,92
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,12,290,307,6,2,8,0,0,0,0,1,1,1,3,4,0,0,0,3,1,4,297,283,580,597
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,All Students,3800,4007,42,31,73,1,2,3,11,9,20,38,41,79,0,0,0,55,35,90,3860,3682,7542,7807
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,PS,248,238,0,3,3,0,0,0,1,0,1,0,2,2,0,0,0,2,1,3,235,242,477,486
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,KG,277,330,3,0,3,1,0,1,2,1,3,3,5,8,0,0,0,6,2,8,315,269,584,607
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,01,290,335,4,1,5,0,0,0,0,0,0,3,1,4,0,0,0,4,8,12,324,280,604,625
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,02,262,284,0,2,2,0,0,0,0,0,0,4,2,6,0,0,0,6,4,10,274,254,528,546
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,03,271,283,1,4,5,0,0,0,0,0,0,8,2,10,0,0,0,4,1,5,270,264,534,554
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,04,251,274,0,4,4,0,0,0,0,0,0,6,2,8,0,0,0,4,3,7,264,242,506,525
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,05,297,318,5,3,8,0,0,0,0,1,1,2,6,8,0,0,0,4,3,7,307,284,591,615
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,06,307,292,4,2,6,0,0,0,2,2,4,2,7,9,0,0,0,4,1,5,280,295,575,599
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,07,323,311,3,4,7,0,0,0,1,0,1,3,5,8,0,0,0,5,2,7,299,312,611,634
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,08,322,302,4,6,10,0,0,0,3,0,3,1,2,3,0,0,0,1,4,5,293,310,603,624
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,09,345,322,4,2,6,0,2,2,1,2,3,4,1,5,0,0,0,6,4,10,307,334,641,667
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,10,319,321,2,1,3,0,0,0,0,1,1,0,2,2,0,0,0,5,1,6,314,314,628,640
20192020,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,11,246,328,6,0,6,0,0,0,2,1,3,1,3,4,0,0,0,3,1,4,316,241,557,574
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,All Students,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,38
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,06,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,08,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,6
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19,19
20192020,098,PIKE,491,Pike County,010,Northpoint Academy,491010,098491010,210480002256,KVEC,904,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,06,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,07,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,08,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,09,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,All Students,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,21,21
20192020,098,PIKE,491,Pike County,015,Pike County Day Treatment,491015,098491015,210480002444,KVEC,904,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,04,34,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,32,33,65,67
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,03,44,41,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,1,0,1,38,40,78,85
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,05,41,53,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50,40,90,94
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,All Students,248,271,8,3,11,0,0,0,1,0,1,5,3,8,0,0,0,6,5,11,251,237,488,519
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,PS,44,36,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,43,78,80
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,KG,45,48,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,43,45,88,93
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,01,41,61,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,3,4,56,38,94,102
20192020,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,02,43,35,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,2,32,41,73,78
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,09,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,64,69,133,135
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,10,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,56,110,111
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,All Students,224,248,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,243,223,466,472
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,12,52,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,110,110
20192020,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,11,46,70,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,67,46,113,116
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,02,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,19
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,All Students,75,89,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,89,74,163,164
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,PS,7,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,18
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,KG,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,11
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,13
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,03,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28,28
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,04,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,13
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,05,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,26
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,06,9,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,8,19,20
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,07,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,19
20192020,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,08,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,15
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,07,62,56,1,1,2,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,53,57,110,118
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,08,75,70,3,6,9,0,0,0,2,0,2,1,0,1,0,0,0,0,2,2,64,67,131,145
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,All Students,203,191,5,7,12,0,0,0,2,1,3,1,7,8,0,0,0,4,2,6,179,186,365,394
20192020,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,06,66,65,1,0,1,0,0,0,0,1,1,0,3,3,0,0,0,2,0,2,62,62,124,131
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,01,27,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,70,71
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,02,34,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,59,60
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,03,37,28,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,25,37,62,65
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,04,24,30,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,22,52,54
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,05,38,31,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,35,65,69
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,06,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,58,58
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,08,24,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,50,51
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,07,38,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,67,68
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,All Students,268,287,3,5,8,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,280,261,541,555
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,PS,26,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,25,60,61
20192020,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,KG,20,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38,20,58,59
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,07,62,53,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,53,60,113,115
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,All Students,412,411,0,2,2,0,0,0,0,0,0,3,5,8,0,0,0,7,3,10,401,402,803,823
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,PS,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,36,76,77
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,KG,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,51,46,97,99
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,01,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,52,44,96,98
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,02,33,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,39,32,71,75
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,03,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,45,84,84
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,04,42,39,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,37,42,79,81
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,05,42,40,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,39,40,79,82
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,06,47,47,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,46,44,90,94
20192020,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,08,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,45,49,94,95
